Churn,Contract,Customer ID,Dependents,Device Protection,Dimension,Gender,Info 1,Info 2,Info 3,Internet Service,Message,Monthly Charges (bin),Monthly Charges (bin) 2,Multiple Lines,Online Backup,Online Security,Paperless Billing,Partner,Payment Method,Phone Service,Senior Citizen,Streaming Movies,Streaming TV,Tech Support,Tenure,Total Charges (bin),# Customers,Churn Rate count yes,"Churn Rate, %",Monthly Charges,Monthly Charges ,Total Charges,Total per Tenure
No,Month-to-month,1304-BCCFO,No,Yes,DSL,Male,"Info:
As you can see Fiber Optic on Month to Month
users are more likely to churn","Info:
Click on bars to filter data","Info:
Click on bars to filter data",DSL,note,68,70,No,No,No,Yes,Yes,Mailed check,Yes,0,Yes,Yes,No,9,564,1,0,0.00%,70.05,70.05,564.4,62.71111111
No,Month-to-month,4104-PVRPS,No,No,DSL,Male,"Info:
As you can see Fiber Optic on Month to Month
users are more likely to churn","Info:
Click on bars to filter data","Info:
Click on bars to filter data",DSL,note,52,53.2,No,No,Yes,No,Yes,Mailed check,Yes,0,No,No,Yes,24,1315,1,0,0.00%,53.6,53.6,1315.35,54.80625
Yes,Month-to-month,9399-APLBT,Yes,No,Fiber optic,Female,"Info:
As you can see Fiber Optic on Month to Month
users are more likely to churn","Info:
Click on bars to filter data","Info:
Click on bars to filter data",Fiber optic,note,72,72.8,No,Yes,No,Yes,Yes,Electronic check,Yes,0,No,No,No,1,74,1,1,100.00%,74.7,74.7,74.7,74.7
Yes,Month-to-month,2359-KMGLI,No,No,Fiber optic,Male,"Info:
As you can see Fiber Optic on Month to Month
users are more likely to churn","Info:
Click on bars to filter data","Info:
Click on bars to filter data",Fiber optic,note,80,78.4,Yes,Yes,No,Yes,No,Electronic check,Yes,0,No,No,No,24,1861,1,1,100.00%,80.25,80.25,1861.5,77.5625
No,Month-to-month,3780-DDGSE,Yes,No,DSL,Male,"Info:
As you can see Fiber Optic on Month to Month
users are more likely to churn","Info:
Click on bars to filter data","Info:
Click on bars to filter data",DSL,note,76,75.6,No,Yes,No,Yes,Yes,Electronic check,Yes,1,Yes,Yes,Yes,35,2747,1,0,0.00%,76.05,76.05,2747.2,78.49142857
No,Month-to-month,4431-EDMIQ,Yes,Yes,DSL,Female,"Info:
As you can see Fiber Optic on Month to Month
users are more likely to churn","Info:
Click on bars to filter data","Info:
Click on bars to filter data",DSL,note,72,75.6,No,Yes,Yes,Yes,Yes,Electronic check,Yes,0,No,Yes,Yes,7,554,1,0,0.00%,75.7,75.7,554.05,79.15
Yes,Month-to-month,0306-JAELE,No,No,Fiber optic,Male,"Info:
As you can see Fiber Optic on Month to Month
users are more likely to churn","Info:
Click on bars to filter data","Info:
Click on bars to filter data",Fiber optic,note,96,95.2,No,No,No,Yes,No,Electronic check,Yes,0,Yes,Yes,Yes,5,453,1,1,100.00%,96.1,96.1,453.4,90.68
Yes,Month-to-month,6227-HWPWX,Yes,No,Fiber optic,Female,"Info:
As you can see Fiber Optic on Month to Month
users are more likely to churn","Info:
Click on bars to filter data","Info:
Click on bars to filter data",Fiber optic,note,68,67.2,No,No,No,No,No,Bank transfer (automatic),Yes,0,No,No,No,15,994,1,1,100.00%,69,69,994.8,66.32
No,Two year,0486-LGCCH,Yes,No internet service,No,Male,"Info:
As you can see Fiber Optic on Month to Month
users are more likely to churn","Info:
Click on bars to filter data","Info:
Click on bars to filter data",No,note,16,19.6,No,No internet service,No internet service,No,Yes,Mailed check,Yes,0,No internet service,No internet service,No internet service,11,225,1,0,0.00%,19.65,19.65,225.75,20.52272727
Yes,Month-to-month,0447-BEMNG,No,Yes,DSL,Female,"Info:
As you can see Fiber Optic on Month to Month
users are more likely to churn","Info:
Click on bars to filter data","Info:
Click on bars to filter data",DSL,note,44,44.8,No phone service,No,Yes,Yes,Yes,Bank transfer (automatic),No,0,Yes,No,No,48,2145,1,1,100.00%,45.3,45.3,2145,44.6875
No,Month-to-month,4612-SSVHJ,No,No,Fiber optic,Female,"Info:
As you can see Fiber Optic on Month to Month
users are more likely to churn","Info:
Click on bars to filter data","Info:
Click on bars to filter data",Fiber optic,note,80,81.2,No,No,No,Yes,No,Electronic check,Yes,1,Yes,No,No,20,1671,1,0,0.00%,81.45,81.45,1671.6,83.58
No,One year,5168-MQQCA,No,Yes,Fiber optic,Female,"Info:
As you can see Fiber Optic on Month to Month
users are more likely to churn","Info:
Click on bars to filter data","Info:
Click on bars to filter data",Fiber optic,note,108,106.4,Yes,Yes,No,Yes,Yes,Bank transfer (automatic),Yes,0,Yes,Yes,Yes,72,8003,1,0,0.00%,108.5,108.5,8003.8,111.1638889
Yes,Month-to-month,5949-XIKAE,Yes,No,Fiber optic,Female,"Info:
As you can see Fiber Optic on Month to Month
users are more likely to churn","Info:
Click on bars to filter data","Info:
Click on bars to filter data",Fiber optic,note,80,81.2,No,Yes,No,Yes,Yes,Electronic check,Yes,0,No,Yes,No,8,680,1,1,100.00%,83.55,83.55,680.05,85.00625
No,Two year,7971-HLVXI,Yes,No,Fiber optic,Male,"Info:
As you can see Fiber Optic on Month to Month
users are more likely to churn","Info:
Click on bars to filter data","Info:
Click on bars to filter data",Fiber optic,note,84,84,Yes,No,No,Yes,Yes,Credit card (automatic),Yes,0,Yes,No,No,72,6130,1,0,0.00%,84.5,84.5,6130.85,85.15069444
No,Month-to-month,9094-AZPHK,No,No,Fiber optic,Female,"Info:
As you can see Fiber Optic on Month to Month
users are more likely to churn","Info:
Click on bars to filter data","Info:
Click on bars to filter data",Fiber optic,note,100,98,Yes,Yes,No,Yes,No,Electronic check,Yes,0,Yes,Yes,No,15,1415,1,0,0.00%,100.15,100.15,1415,94.33333333
No,Two year,3649-JPUGY,No,Yes,DSL,Male,"Info:
As you can see Fiber Optic on Month to Month
users are more likely to churn","Info:
Click on bars to filter data","Info:
Click on bars to filter data",DSL,note,88,86.8,Yes,Yes,No,Yes,No,Bank transfer (automatic),Yes,0,Yes,Yes,Yes,72,6201,1,0,0.00%,88.6,88.6,6201.95,86.13819444
No,Two year,4472-LVYGI,Yes,Yes,DSL,Female,"Info:
As you can see Fiber Optic on Month to Month
users are more likely to churn","Info:
Click on bars to filter data","Info:
Click on bars to filter data",DSL,note,52,50.4,No phone service,No,Yes,Yes,Yes,Bank transfer (automatic),No,0,No,Yes,Yes,0,,1,0,0.00%,52.55,52.55,,
Yes,Month-to-month,8372-JUXUI,Yes,No,Fiber optic,Male,"Info:
As you can see Fiber Optic on Month to Month
users are more likely to churn","Info:
Click on bars to filter data","Info:
Click on bars to filter data",Fiber optic,note,72,72.8,Yes,No,No,Yes,No,Electronic check,Yes,0,No,No,No,1,74,1,1,100.00%,74.35,74.35,74.35,74.35
No,Two year,3552-CTCYF,Yes,Yes,Fiber optic,Male,"Info:
As you can see Fiber Optic on Month to Month
users are more likely to churn","Info:
Click on bars to filter data","Info:
Click on bars to filter data",Fiber optic,note,104,103.6,Yes,Yes,No,Yes,Yes,Bank transfer (automatic),Yes,0,Yes,Yes,No,63,6597,1,0,0.00%,104.8,104.8,6597.25,104.718254
No,Month-to-month,6778-YSNIH,No,No,DSL,Female,"Info:
As you can see Fiber Optic on Month to Month
users are more likely to churn","Info:
Click on bars to filter data","Info:
Click on bars to filter data",DSL,note,56,58.8,No,Yes,No,Yes,No,Electronic check,Yes,0,No,Yes,No,2,114,1,0,0.00%,59,59,114.15,57.075
Yes,Month-to-month,0388-EOPEX,No,No,Fiber optic,Female,"Info:
As you can see Fiber Optic on Month to Month
users are more likely to churn","Info:
Click on bars to filter data","Info:
Click on bars to filter data",Fiber optic,note,72,72.8,No,No,Yes,Yes,Yes,Electronic check,Yes,0,No,No,No,2,139,1,1,100.00%,74.4,74.4,139.4,69.7
No,One year,5756-OZRIO,No,No,DSL,Male,"Info:
As you can see Fiber Optic on Month to Month
users are more likely to churn","Info:
Click on bars to filter data","Info:
Click on bars to filter data",DSL,note,64,61.6,Yes,Yes,No,No,Yes,Bank transfer (automatic),Yes,1,Yes,No,No,61,3902,1,0,0.00%,64.05,64.05,3902.6,63.97704918
No,Month-to-month,6579-JPICP,No,No internet service,No,Male,"Info:
As you can see Fiber Optic on Month to Month
users are more likely to churn","Info:
Click on bars to filter data","Info:
Click on bars to filter data",No,note,20,19.6,No,No internet service,No internet service,No,No,Mailed check,Yes,0,No internet service,No internet service,No internet service,1,20,1,0,0.00%,20.4,20.4,20.4,20.4
Yes,One year,8205-OTCHB,No,Yes,DSL,Male,"Info:
As you can see Fiber Optic on Month to Month
users are more likely to churn","Info:
Click on bars to filter data","Info:
Click on bars to filter data",DSL,note,40,42,No phone service,Yes,No,Yes,No,Bank transfer (automatic),No,0,Yes,No,No,22,903,1,1,100.00%,43.75,43.75,903.6,41.07272727
No,Month-to-month,4134-BSXLX,No,No,DSL,Male,"Info:
As you can see Fiber Optic on Month to Month
users are more likely to churn","Info:
Click on bars to filter data","Info:
Click on bars to filter data",DSL,note,60,58.8,No,Yes,Yes,No,Yes,Mailed check,Yes,0,No,No,Yes,28,1785,1,0,0.00%,60.9,60.9,1785.65,63.77321429
No,Two year,0505-SPOOW,No,No internet service,No,Female,"Info:
As you can see Fiber Optic on Month to Month
users are more likely to churn","Info:
Click on bars to filter data","Info:
Click on bars to filter data",No,note,16,19.6,No,No internet service,No internet service,No,Yes,Bank transfer (automatic),Yes,0,No internet service,No internet service,No internet service,70,1397,1,0,0.00%,19.8,19.8,1397.65,19.96642857
Yes,Month-to-month,6235-VDHOM,No,No,DSL,Female,"Info:
As you can see Fiber Optic on Month to Month
users are more likely to churn","Info:
Click on bars to filter data","Info:
Click on bars to filter data",DSL,note,28,28,No phone service,Yes,No,No,No,Electronic check,No,1,No,No,No,5,131,1,1,100.00%,28.45,28.45,131.05,26.21
Yes,Month-to-month,7783-YKGDV,No,Yes,Fiber optic,Female,"Info:
As you can see Fiber Optic on Month to Month
users are more likely to churn","Info:
Click on bars to filter data","Info:
Click on bars to filter data",Fiber optic,note,96,98,Yes,Yes,Yes,Yes,No,Bank transfer (automatic),Yes,0,Yes,No,No,12,1238,1,1,100.00%,99.7,99.7,1238.45,103.2041667
No,One year,4374-YMUSQ,No,Yes,Fiber optic,Male,"Info:
As you can see Fiber Optic on Month to Month
users are more likely to churn","Info:
Click on bars to filter data","Info:
Click on bars to filter data",Fiber optic,note,116,114.8,Yes,Yes,Yes,No,No,Credit card (automatic),Yes,0,Yes,Yes,Yes,34,3899,1,0,0.00%,116.25,116.25,3899.05,114.6779412
No,Two year,4513-CXYIX,No,No,Fiber optic,Female,"Info:
As you can see Fiber Optic on Month to Month
users are more likely to churn","Info:
Click on bars to filter data","Info:
Click on bars to filter data",Fiber optic,note,80,78.4,Yes,No,Yes,Yes,Yes,Credit card (automatic),Yes,1,No,No,No,71,5676,1,0,0.00%,80.7,80.7,5676,79.94366197
No,One year,3957-HHLMR,Yes,No,DSL,Female,"Info:
As you can see Fiber Optic on Month to Month
users are more likely to churn","Info:
Click on bars to filter data","Info:
Click on bars to filter data",DSL,note,64,64.4,Yes,No,Yes,No,Yes,Bank transfer (automatic),Yes,0,Yes,No,No,70,4543,1,0,0.00%,65.2,65.2,4543.15,64.90214286
No,Month-to-month,7803-XOCCZ,Yes,Yes,Fiber optic,Female,"Info:
As you can see Fiber Optic on Month to Month
users are more likely to churn","Info:
Click on bars to filter data","Info:
Click on bars to filter data",Fiber optic,note,84,84,No,No,Yes,Yes,Yes,Bank transfer (automatic),Yes,0,No,No,Yes,52,4326,1,0,0.00%,84.05,84.05,4326.8,83.20769231
No,Two year,5736-YEJAX,Yes,Yes,DSL,Male,"Info:
As you can see Fiber Optic on Month to Month
users are more likely to churn","Info:
Click on bars to filter data","Info:
Click on bars to filter data",DSL,note,76,78.4,Yes,Yes,Yes,Yes,No,Credit card (automatic),Yes,0,No,Yes,Yes,69,5502,1,0,0.00%,79.45,79.45,5502.55,79.74710145
Yes,Month-to-month,5609-CEBID,No,Yes,Fiber optic,Female,"Info:
As you can see Fiber Optic on Month to Month
users are more likely to churn","Info:
Click on bars to filter data","Info:
Click on bars to filter data",Fiber optic,note,92,92.4,Yes,Yes,No,Yes,No,Electronic check,Yes,1,Yes,No,No,20,1782,1,1,100.00%,94.1,94.1,1782.4,89.12
No,Month-to-month,8981-FJGLA,Yes,Yes,Fiber optic,Male,"Info:
As you can see Fiber Optic on Month to Month
users are more likely to churn","Info:
Click on bars to filter data","Info:
Click on bars to filter data",Fiber optic,note,76,75.6,Yes,No,No,Yes,No,Mailed check,Yes,0,No,No,No,11,851,1,0,0.00%,78,78,851.8,77.43636364
Yes,Month-to-month,7218-HKQFK,No,No,Fiber optic,Male,"Info:
As you can see Fiber Optic on Month to Month
users are more likely to churn","Info:
Click on bars to filter data","Info:
Click on bars to filter data",Fiber optic,note,92,92.4,No,No,No,Yes,Yes,Electronic check,Yes,0,Yes,Yes,Yes,2,167,1,1,100.00%,94.2,94.2,167.5,83.75
Yes,Month-to-month,4636-QRJKY,Yes,No,Fiber optic,Female,"Info:
As you can see Fiber Optic on Month to Month
users are more likely to churn","Info:
Click on bars to filter data","Info:
Click on bars to filter data",Fiber optic,note,80,78.4,Yes,No,No,Yes,Yes,Electronic check,Yes,0,No,No,Yes,6,502,1,1,100.00%,80.5,80.5,502.85,83.80833333
No,Month-to-month,1135-LMECX,No,No internet service,No,Female,"Info:
As you can see Fiber Optic on Month to Month
users are more likely to churn","Info:
Click on bars to filter data","Info:
Click on bars to filter data",No,note,16,19.6,No,No internet service,No internet service,No,No,Mailed check,Yes,0,No internet service,No internet service,No internet service,1,19,1,0,0.00%,19.85,19.85,19.85,19.85
No,One year,4332-MUOEZ,Yes,Yes,Fiber optic,Male,"Info:
As you can see Fiber Optic on Month to Month
users are more likely to churn","Info:
Click on bars to filter data","Info:
Click on bars to filter data",Fiber optic,note,92,92.4,No,No,Yes,No,Yes,Credit card (automatic),Yes,1,Yes,No,Yes,20,1818,1,0,0.00%,94.3,94.3,1818.3,90.915
No,Month-to-month,8535-SFUTN,No,Yes,Fiber optic,Male,"Info:
As you can see Fiber Optic on Month to Month
users are more likely to churn","Info:
Click on bars to filter data","Info:
Click on bars to filter data",Fiber optic,note,104,106.4,Yes,No,Yes,Yes,No,Electronic check,Yes,0,Yes,Yes,No,61,6300,1,0,0.00%,106.45,106.45,6300.15,103.2811475
Yes,Month-to-month,5956-VKDTT,No,No,Fiber optic,Female,"Info:
As you can see Fiber Optic on Month to Month
users are more likely to churn","Info:
Click on bars to filter data","Info:
Click on bars to filter data",Fiber optic,note,72,72.8,Yes,No,No,Yes,Yes,Electronic check,Yes,1,No,No,No,5,334,1,1,100.00%,74.35,74.35,334.8,66.96
No,Month-to-month,8677-HDZEE,No,No,Fiber optic,Female,"Info:
As you can see Fiber Optic on Month to Month
users are more likely to churn","Info:
Click on bars to filter data","Info:
Click on bars to filter data",Fiber optic,note,104,103.6,Yes,Yes,No,Yes,No,Bank transfer (automatic),Yes,0,Yes,Yes,Yes,56,5916,1,0,0.00%,105.45,105.45,5916.95,105.6598214
No,Month-to-month,2475-MROZF,No,Yes,Fiber optic,Male,"Info:
As you can see Fiber Optic on Month to Month
users are more likely to churn","Info:
Click on bars to filter data","Info:
Click on bars to filter data",Fiber optic,note,92,92.4,Yes,Yes,Yes,Yes,No,Credit card (automatic),Yes,0,No,No,Yes,30,2852,1,0,0.00%,95,95,2852.4,95.08
Yes,Month-to-month,9412-GHEEC,No,Yes,Fiber optic,Male,"Info:
As you can see Fiber Optic on Month to Month
users are more likely to churn","Info:
Click on bars to filter data","Info:
Click on bars to filter data",Fiber optic,note,104,103.6,Yes,No,No,No,No,Bank transfer (automatic),Yes,0,Yes,Yes,Yes,40,4131,1,1,100.00%,104.8,104.8,4131.95,103.29875
No,One year,3482-ABPKK,No,No,DSL,Female,"Info:
As you can see Fiber Optic on Month to Month
users are more likely to churn","Info:
Click on bars to filter data","Info:
Click on bars to filter data",DSL,note,52,53.2,No,No,Yes,No,No,Mailed check,Yes,0,No,No,Yes,28,1546,1,0,0.00%,54.3,54.3,1546.3,55.225
No,Month-to-month,6705-LXORM,No,No,Fiber optic,Female,"Info:
As you can see Fiber Optic on Month to Month
users are more likely to churn","Info:
Click on bars to filter data","Info:
Click on bars to filter data",Fiber optic,note,68,70,No,No,No,No,Yes,Electronic check,Yes,1,No,No,No,5,302,1,0,0.00%,70.05,70.05,302.6,60.52
Yes,Month-to-month,0257-ZESQC,No,No,Fiber optic,Female,"Info:
As you can see Fiber Optic on Month to Month
users are more likely to churn","Info:
Click on bars to filter data","Info:
Click on bars to filter data",Fiber optic,note,72,72.8,No,No,Yes,Yes,Yes,Bank transfer (automatic),Yes,1,No,No,No,27,1929,1,1,100.00%,75.2,75.2,1929.35,71.45740741
No,Month-to-month,7531-GQHME,No,No internet service,No,Male,"Info:
As you can see Fiber Optic on Month to Month
users are more likely to churn","Info:
Click on bars to filter data","Info:
Click on bars to filter data",No,note,20,19.6,No,No internet service,No internet service,No,No,Credit card (automatic),Yes,0,No internet service,No internet service,No internet service,12,265,1,0,0.00%,20.05,20.05,265.45,22.12083333
No,One year,5174-ITUMV,Yes,Yes,Fiber optic,Male,"Info:
As you can see Fiber Optic on Month to Month
users are more likely to churn","Info:
Click on bars to filter data","Info:
Click on bars to filter data",Fiber optic,note,104,103.6,Yes,Yes,No,Yes,Yes,Electronic check,Yes,0,Yes,Yes,No,67,6989,1,0,0.00%,105.4,105.4,6989.45,104.3201493
